1850,1900,1950,2000
0.0,61.54259260652144,64.45734646470055,72.61979483352039
,22.17979187135646,23.229546217346734,26.17272717696509
,12.5836690973905,13.179134563247587,14.848262190709605
,8.301503531928276,8.694796841283795,9.79576047656057
,5.753176480536183,6.025671522505183,6.788718099381556
,4.1247072848236925,4.320043818268724,4.8671251684998325
,3.06725825613533,3.2125335920750393,3.6193692284696994
,2.3740600208406435,2.4864341392545035,2.8014150970212155
,1.9132313091751139,2.003812001470235,2.2578019385513777
,1.6003785614769914,1.6763019007117763,1.8883962176524642
,1.3817057984607517,1.4470347230682905,1.630332607549902
,1.2229700385709237,1.2809547007686208,1.4431847215238203
,1.1030775362519705,1.155310132491875,1.3015859562847694
,1.008401980451197,1.0561462955329883,1.189904534921935
,0.9306237736701578,0.9747198443536749,1.0981407353821542
,0.8644970662735804,0.9054314395938773,
,0.8066565928260299,0.8448646097013045,
,0.7550289144924542,0.7907847550256901,
,0.708235018701857,0.7417806020244754,
,0.6653825020971218,0.6968948813772424,
,0.6258548277863157,0.655501689507132,
,0.5892199389125355,0.6171216417381135,
,0.5551574506327234,0.5814498261071143,
,0.5234199656857547,0.5482112079696106,
,0.4938026812709473,0.5171905078651121,
,0.4661447101831805,0.48822178159903823,
,0.4402943286291513,0.46114784339230835,
,0.4161214997915769,0.4358298704277034,
,0.3935128413918827,0.41215004295800084,
,0.37235925080550314,0.38999504774417426,
,0.35256183904439786,0.36925983390209643,
,0.3340320887690019,0.34985222529782617,
,0.31668430618823357,0.3316831791616306,
,0.30043949960023625,0.3146688709639317,
,0.285226410351887,0.29873505537133127,
,0.27097577012396046,0.2838102733018834,
,0.25762431961997934,0.26982568893918796,
,0.24511318634663057,0.25672156664912194,
,0.23338647182101352,0.244440218248203,
,0.22239329963823964,0.23292639766494155,
,0.21208483452935928,0.22212917226388137,
,0.20241654285979527,0.21200317909647168,
,0.1933466735307688,0.20250383846921852,
,0.1848344672311773,0.19358867566889165,
,0.17684501471178754,0.18522070856464048,
,0.16934402368469614,0.17736430439657652,
,0.16229871319762157,0.16998541350255383,
,0.15567902443063708,0.1630522827511133,
,0.14945827591510732,0.15653691128101171,
,0.14361016053535006,0.15041173895692228,
,0.13810943452272942,0.14465044011067496,
,0.1329340305788081,0.13923005537261968,
,0.12806326038226634,0.13412858719835985,
,0.1234769682557145,0.12932492827071773,
,0.1191560276578077,0.12479937729973853,
,0.11508394390041536,0.12053460041816044,
,0.11124467311869005,0.11651355087801922,
,0.10762287323733313,0.11271990885881392,
,0.10420414110717695,0.10913940640075402,
,0.1009759772692187,0.10575845567660114,
,0.0979260421366998,0.10256413158481067,
,0.09504248520446457,0.09954372168387438,
,0.09231472173431973,0.09668678607000866,
,0.08973309691398813,0.0939829895059265,
,0.08728828051385089,0.09142213127675655,
,0.08497090491840904,,
,0.08277311682039201,,
,0.08068772097564712,,
,0.07870752214002168,,
,0.07682574450219615,,
,0.07503576119000602,,
,0.0733321787521516,,
,0.07170978555201776,,
,0.07016337608515404,,
,0.06868818746937735,,
,0.06727948783423196,,
,0.06593351500863079,,
,0.0646465068214868,,
,0.06341475476641385,,
,0.062234768063294386,,
,0.06110331783460232,,
,0.060017693477785954,,
,0.05897518439029363,,
,0.05797315055113106,,
,0.05700905784800347,,
,0.05608068115807771,,
,0.05518606468012333,,
,0.054323252612909906,,
,0.0534903624722269,,
,0.052685565667000424,,
,0.051907315398370985,,
,0.05115419778454463,,
,0.050424798943727395,,
,0.04971777506957973,,
,0.04903181093255029,,
,0.04836582170172637,,
,0.04771878270064347,,
,0.047089669252836995,,
,0.046477521404610665,,
,0.045881393524197116,,
,0.045300517934275863,,
,0.04473414960596611,,
,0.044181543510387125,,
,0.04364201355251847,,
,0.04311487802241433,,
,0.0425995887365927,,
,0.04209560171092071,,
,0.04160237721740804,,
,0.04111941184486024,,
,0.040646223991325496,,
,0.040182414317978345,,
,0.039727583485993284,,
,0.039281333721590414,,
,0.03884330100273677,,
,0.038413156849801997,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
